no_of_adults,no_of_children,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,Stay,booking_status_Not_Canceled,market_segment_type_Aviation,market_segment_type_Complementary,market_segment_type_Corporate,market_segment_type_Offline,market_segment_type_Online
3,0,1,4,161,2018,8,14,0,0,0,145.85,2,5,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,225,2018,9,14,0,0,0,119.85,2,4,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,4,109,2018,9,20,0,0,0,149.4,2,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,38,2018,6,20,0,0,0,99.9,2,4,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,41,2018,3,13,0,0,0,85.67,0,3,1.0,0.0,0.0,1.0,0.0,0.0
2,0,0,1,0,2018,5,20,0,0,0,155.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,162,2018,10,14,0,0,0,115.0,0,4,0.0,0.0,0.0,0.0,1.0,0.0
3,0,0,1,69,2017,7,28,0,0,0,88.4,1,7,1.0,0.0,0.0,0.0,1.0,0.0
1,0,0,1,64,2018,11,18,0,0,0,86.4,1,3,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,40,2018,6,26,0,0,0,110.7,0,5,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,167,2018,7,6,0,0,0,80.75,1,4,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,48,2018,9,27,0,0,0,125.1,1,1,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,4,44,2018,12,17,0,0,0,87.78,1,1,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,9,2018,1,15,0,0,0,80.3,1,2,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,3,2018,11,18,0,0,0,0.0,0,2,1.0,0.0,1.0,0.0,0.0,0.0
2,0,0,4,5,2018,5,20,0,0,0,194.0,2,1,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,129,2018,8,11,0,0,0,103.5,0,5,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,198,2018,9,9,0,0,0,90.0,0,3,0.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,18,2018,11,27,0,0,0,68.0,0,7,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,31,2018,2,4,0,0,0,77.0,0,2,1.0,0.0,0.0,1.0,0.0,0.0
2,0,0,1,174,2017,10,10,0,0,0,70.0,0,2,0.0,0.0,0.0,0.0,1.0,0.0
3,0,1,4,6,2018,4,2,0,0,0,149.33,1,3,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,4,5,2018,11,7,0,0,0,95.0,0,3,0.0,1.0,0.0,0.0,0.0,0.0
1,0,0,4,20,2018,6,7,0,0,0,156.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,56,2018,3,21,0,0,0,74.8,0,4,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,418,2018,9,26,0,0,0,75.0,0,3,0.0,0.0,0.0,0.0,1.0,0.0
2,0,0,4,48,2018,8,27,0,0,0,127.03,0,7,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,4,77,2018,4,25,0,0,0,109.8,1,2,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,69,2018,12,24,0,0,0,93.6,2,3,1.0,0.0,0.0,0.0,0.0,1.0
3,0,0,1,71,2018,6,17,0,0,0,105.4,1,4,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,27,2018,11,23,0,0,0,68.07,1,4,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,15,2018,7,8,0,0,0,145.0,1,3,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,0,2017,8,6,0,0,0,0.0,0,1,1.0,0.0,1.0,0.0,0.0,0.0
1,0,0,1,1,2018,12,13,1,0,2,79.0,1,1,1.0,0.0,0.0,1.0,0.0,0.0
2,0,0,4,11,2018,6,14,0,0,0,90.0,0,3,0.0,0.0,0.0,1.0,0.0,0.0
1,0,0,1,4,2018,10,11,1,0,4,65.0,1,3,1.0,0.0,0.0,1.0,0.0,0.0
2,0,0,1,62,2018,3,3,0,0,0,71.6,0,5,1.0,0.0,0.0,0.0,0.0,1.0
2,1,0,1,83,2018,10,31,0,0,0,106.38,1,5,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,16,2017,9,9,0,0,0,105.0,2,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,95,2018,6,29,0,0,0,103.5,0,4,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,32,2018,12,27,0,0,0,70.0,0,6,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,7,2017,10,27,0,0,0,114.0,0,1,1.0,0.0,0.0,1.0,0.0,0.0
2,0,0,1,88,2018,10,7,0,0,0,90.0,1,2,1.0,0.0,0.0,1.0,0.0,0.0
2,0,0,1,47,2018,10,18,0,0,0,85.5,0,3,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,72,2017,10,21,0,0,0,89.25,1,4,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,83,2018,6,3,0,0,0,123.9,2,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,133,2018,3,11,0,0,0,84.33,1,3,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,317,2018,9,15,0,0,0,120.0,0,2,0.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,105,2018,4,6,0,0,0,75.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,14,2018,1,15,0,0,0,71.6,1,1,1.0,0.0,0.0,0.0,0.0,1.0
2,1,0,1,155,2018,8,21,0,0,0,121.5,1,1,0.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,0,2017,9,21,0,0,0,77.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0
3,0,0,4,143,2018,10,6,0,0,0,151.2,1,3,0.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,2,2017,12,5,0,0,0,91.67,0,9,1.0,0.0,0.0,1.0,0.0,0.0
2,0,0,6,4,2018,9,8,0,0,0,249.0,1,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,32,2018,1,1,0,0,0,60.0,1,5,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,59,2018,9,26,0,0,0,135.9,0,2,1.0,0.0,0.0,0.0,0.0,1.0
2,1,0,1,86,2018,12,8,0,0,0,122.0,0,3,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,42,2018,1,14,0,0,0,60.0,1,4,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,377,2018,10,14,0,0,0,115.0,1,2,0.0,0.0,0.0,0.0,1.0,0.0
3,0,0,4,29,2018,12,4,0,0,0,211.0,1,4,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,6,2018,9,18,0,0,0,162.33,2,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,279,2018,10,12,0,0,0,110.0,0,3,0.0,0.0,0.0,0.0,1.0,0.0
1,0,0,1,192,2018,6,24,0,0,0,95.0,0,2,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,2,41,2018,2,18,0,0,0,72.38,0,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,163,2018,4,9,0,0,0,73.37,1,7,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,4,58,2018,6,1,0,0,0,140.4,0,3,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,63,2017,9,4,0,0,0,116.0,0,2,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,170,2018,8,16,0,0,0,95.63,0,4,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,4,61,2018,4,7,0,0,0,118.8,0,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,140,2018,7,15,0,0,0,99.45,0,4,1.0,0.0,0.0,0.0,0.0,1.0
3,0,0,4,173,2018,12,9,0,0,0,167.45,2,5,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,134,2017,12,4,0,0,0,65.0,0,4,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,18,2018,12,11,0,0,0,80.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,258,2018,10,16,0,0,0,110.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0
1,0,0,4,49,2018,9,5,0,0,0,115.5,1,3,0.0,0.0,0.0,0.0,0.0,1.0
3,0,0,4,27,2018,4,15,0,0,0,141.46,0,8,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,104,2017,12,3,0,0,0,75.0,0,3,1.0,0.0,0.0,0.0,1.0,0.0
1,1,0,4,33,2018,4,16,0,0,0,104.96,0,3,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,44,2018,3,7,0,0,0,65.4,0,1,0.0,0.0,0.0,0.0,1.0,0.0
2,0,0,4,88,2018,10,8,0,0,0,132.3,3,4,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,50,2018,11,4,0,0,0,97.2,1,1,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,163,2018,6,5,0,0,0,100.0,0,4,0.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,10,2017,9,5,0,0,0,110.17,2,6,1.0,0.0,0.0,0.0,0.0,1.0
2,2,0,6,29,2017,12,4,0,0,0,183.67,1,3,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,181,2018,10,11,0,0,0,78.48,0,1,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,377,2018,10,14,0,0,0,115.0,1,2,0.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,17,2018,11,6,0,0,0,142.54,0,4,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,188,2018,8,13,0,0,0,105.3,0,2,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,314,2018,10,12,0,0,0,75.0,0,3,0.0,0.0,0.0,0.0,1.0,0.0
2,0,0,5,19,2018,11,5,0,0,0,147.71,0,7,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,176,2018,8,27,0,0,0,96.3,0,2,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,0,2017,8,10,0,0,0,115.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,123,2018,5,17,0,0,0,94.5,1,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,9,2018,11,14,0,0,0,120.0,1,4,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,8,2018,3,1,1,0,4,41.0,1,3,1.0,0.0,0.0,1.0,0.0,0.0
2,0,0,1,147,2018,5,3,0,0,0,99.45,0,4,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,33,2018,9,28,0,0,0,74.0,0,2,1.0,0.0,1.0,0.0,0.0,0.0
2,0,0,1,4,2017,9,22,0,0,0,133.0,2,3,1.0,0.0,0.0,0.0,0.0,1.0
3,0,0,4,77,2018,4,14,0,0,0,128.7,2,3,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,116,2018,2,28,0,0,0,61.0,0,3,0.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,212,2018,10,16,0,0,0,96.3,2,3,1.0,0.0,0.0,0.0,0.0,1.0
2,1,0,6,61,2018,3,20,0,0,0,171.0,0,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,26,2017,12,26,0,0,0,43.5,1,4,1.0,0.0,0.0,0.0,1.0,0.0
3,0,0,1,120,2018,5,12,0,0,0,140.59,2,4,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,177,2018,6,30,0,0,0,72.25,1,3,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,305,2018,11,4,0,0,0,89.0,0,3,0.0,0.0,0.0,0.0,1.0,0.0
1,0,0,1,8,2017,12,9,0,0,0,79.0,0,2,1.0,0.0,0.0,1.0,0.0,0.0
2,0,0,1,127,2018,12,22,0,0,0,90.0,3,2,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,4,23,2018,6,1,0,0,0,137.65,1,4,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,81,2018,7,3,0,0,0,103.5,1,3,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,63,2018,11,17,0,0,0,74.8,1,4,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,4,2018,4,15,0,0,0,85.0,0,2,1.0,0.0,0.0,0.0,1.0,0.0
2,2,0,6,42,2018,6,23,0,0,0,171.9,1,1,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,4,39,2018,1,17,0,0,0,89.3,1,2,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,166,2018,11,1,0,0,0,110.0,0,3,0.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,1,2018,9,14,0,0,0,154.0,0,2,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,72,2018,12,27,0,0,0,79.2,2,1,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,72,2017,7,22,0,0,0,76.5,0,7,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,56,2017,10,21,0,0,0,103.5,3,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,10,2017,9,8,0,0,0,105.0,2,4,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,142,2018,8,24,0,0,0,99.3,0,3,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,110,2017,7,25,0,0,0,36.25,0,3,1.0,0.0,0.0,0.0,1.0,0.0
1,2,0,6,56,2018,6,20,0,0,0,154.71,0,4,0.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,34,2017,9,15,0,0,0,65.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0
2,0,0,4,85,2018,1,22,0,0,0,66.6,0,2,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,79,2018,5,2,0,0,0,126.9,0,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,38,2018,8,21,0,0,0,135.9,0,4,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,2,31,2018,3,14,0,0,0,81.9,1,2,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,254,2018,10,12,0,0,0,92.28,1,4,0.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,0,2017,11,27,0,0,0,51.3,0,2,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,102,2018,8,28,0,0,0,111.7,0,18,0.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,0,2017,9,22,0,0,0,147.0,0,2,1.0,0.0,0.0,1.0,0.0,0.0
2,0,0,1,280,2018,9,19,0,0,0,110.0,0,3,0.0,0.0,0.0,0.0,1.0,0.0
2,1,0,4,52,2018,12,29,0,0,0,148.91,2,2,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,69,2018,6,12,0,0,0,120.0,0,6,0.0,0.0,0.0,0.0,1.0,0.0
1,0,0,1,0,2017,10,27,1,0,1,65.0,0,2,1.0,0.0,0.0,1.0,0.0,0.0
2,0,0,1,40,2018,11,15,0,0,0,88.4,1,5,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,28,2018,1,8,0,0,0,97.0,0,2,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,2,2018,1,3,0,0,0,71.6,0,1,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,35,2018,3,2,0,0,0,92.9,1,2,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,26,2018,10,2,0,0,0,134.0,1,2,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,44,2018,2,17,0,0,0,75.0,0,3,1.0,0.0,0.0,0.0,1.0,0.0
2,2,0,6,17,2018,2,23,0,0,0,171.0,0,4,1.0,0.0,0.0,0.0,0.0,1.0
2,2,0,6,4,2018,5,4,0,0,0,230.0,2,2,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,64,2018,5,17,0,0,0,130.0,1,2,1.0,0.0,0.0,1.0,0.0,0.0
2,0,0,1,73,2017,11,24,0,0,0,85.67,0,3,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,23,2018,9,8,0,0,0,130.0,1,2,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,28,2018,1,8,0,0,0,97.0,0,2,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,25,2018,9,11,0,0,0,110.0,1,2,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,11,2018,5,9,0,0,0,95.0,0,15,0.0,1.0,0.0,0.0,0.0,0.0
2,0,0,1,55,2018,11,13,0,0,0,71.28,0,3,0.0,0.0,0.0,0.0,0.0,1.0
2,2,0,6,186,2018,7,7,0,0,0,168.3,2,2,0.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,0,2018,8,10,0,0,0,88.0,0,2,1.0,0.0,0.0,0.0,0.0,1.0
3,0,0,4,126,2018,7,13,0,0,0,178.5,2,5,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,4,2017,8,27,0,0,0,79.0,2,2,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,25,2017,10,4,0,0,0,80.85,1,3,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,27,2017,11,22,0,0,0,65.0,0,3,1.0,0.0,0.0,1.0,0.0,0.0
2,0,0,1,109,2018,7,11,0,0,0,107.55,1,4,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,21,2018,10,29,0,0,0,109.0,1,4,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,98,2018,11,26,0,0,0,79.2,2,2,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,56,2017,9,25,0,0,0,185.0,0,4,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,43,2018,11,9,0,0,0,176.67,2,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,109,2018,4,20,0,0,0,77.89,1,5,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,4,2,2018,11,24,0,0,0,101.36,0,4,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,4,65,2018,7,10,0,0,0,125.1,1,4,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,263,2018,10,21,0,0,0,110.0,0,2,0.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,16,2018,2,17,0,0,0,79.0,0,4,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,20,2017,9,14,0,0,0,108.8,1,5,1.0,0.0,0.0,0.0,0.0,1.0
2,2,0,6,69,2018,3,12,0,0,0,150.3,1,2,0.0,0.0,0.0,0.0,0.0,1.0
2,1,0,1,10,2018,9,18,0,0,0,171.33,2,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,108,2018,12,25,0,0,0,104.0,2,4,1.0,0.0,0.0,0.0,0.0,1.0
2,2,0,6,79,2018,5,2,0,0,0,187.85,0,5,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,84,2018,11,5,0,0,0,60.98,1,1,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,17,2017,12,28,0,0,0,97.0,2,1,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,83,2017,12,17,0,0,0,0.0,1,0,1.0,0.0,1.0,0.0,0.0,0.0
1,0,0,1,91,2017,10,2,0,0,0,70.14,0,4,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,8,2018,2,19,0,0,0,81.0,0,1,1.0,0.0,0.0,1.0,0.0,0.0
2,0,0,1,175,2018,8,31,0,0,0,112.63,0,4,0.0,0.0,0.0,0.0,0.0,1.0
2,1,0,1,81,2018,10,21,0,0,0,135.0,0,3,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,16,2018,3,29,0,0,0,141.0,1,4,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,127,2018,4,28,0,0,0,80.0,0,4,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,252,2018,10,15,0,0,0,106.3,0,3,0.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,103,2018,4,19,0,0,0,115.0,0,2,0.0,0.0,0.0,0.0,1.0,0.0
2,2,0,7,41,2018,4,21,0,0,0,191.58,0,3,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,37,2018,10,13,0,0,0,105.0,0,3,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,200,2017,10,2,0,0,0,89.25,1,3,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,0,2018,4,12,0,0,0,65.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0
2,0,0,1,40,2018,11,12,0,0,0,60.48,2,5,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,164,2017,10,2,0,0,0,100.0,0,2,1.0,0.0,0.0,0.0,1.0,0.0
1,0,0,1,0,2018,4,6,0,0,0,131.0,0,1,1.0,0.0,0.0,1.0,0.0,0.0
2,0,0,1,4,2018,2,19,0,0,0,80.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0
2,0,0,1,2,2018,9,22,0,0,0,195.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,34,2018,9,25,0,0,0,99.0,1,2,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,30,2018,7,15,0,0,0,119.1,1,6,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,21,2018,12,1,0,0,0,89.14,2,8,1.0,0.0,0.0,0.0,0.0,1.0
2,1,0,1,5,2018,3,26,0,0,0,145.0,1,5,1.0,0.0,0.0,0.0,0.0,1.0
2,0,1,1,1,2017,8,29,0,0,0,106.0,2,1,1.0,0.0,0.0,0.0,0.0,1.0
2,1,0,1,91,2018,7,20,0,0,0,126.0,2,2,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,10,2017,9,5,0,0,0,122.0,2,5,1.0,0.0,0.0,0.0,0.0,1.0
2,2,0,6,66,2018,11,17,0,0,0,231.0,1,3,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,77,2018,5,7,0,0,0,116.1,1,1,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,10,2018,2,19,0,0,0,72.1,0,1,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,4,77,2018,4,18,0,0,0,115.8,1,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,37,2018,10,13,0,0,0,105.0,0,3,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,155,2018,7,14,0,0,0,86.82,2,7,1.0,0.0,0.0,0.0,0.0,1.0
2,0,1,1,1,2018,6,13,0,0,0,88.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,181,2018,10,11,0,0,0,120.0,0,2,0.0,0.0,0.0,0.0,1.0,0.0
1,0,0,1,8,2018,2,16,0,0,0,91.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,131,2017,8,15,0,0,0,94.5,0,3,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,17,2018,1,23,0,0,0,78.3,0,1,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,68,2018,8,30,0,0,0,131.4,1,6,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,290,2018,6,17,0,0,0,72.0,0,3,0.0,0.0,0.0,0.0,1.0,0.0
1,0,0,1,1,2017,9,22,0,0,0,111.65,1,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,4,2017,12,26,0,0,0,52.5,2,4,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,238,2018,9,3,0,0,0,95.63,2,4,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,1,2018,3,28,0,0,0,101.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,68,2018,12,1,0,0,0,88.4,1,4,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,1,2018,8,7,0,0,0,98.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,63,2018,4,25,0,0,0,87.98,0,5,0.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,56,2018,6,8,0,0,0,120.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0
1,0,0,1,39,2018,9,25,0,0,0,129.7,0,1,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,54,2017,11,18,0,0,0,65.0,0,1,1.0,0.0,0.0,1.0,0.0,0.0
2,0,0,1,115,2018,2,27,0,0,0,87.0,0,4,1.0,0.0,0.0,0.0,1.0,0.0
3,0,0,4,218,2018,12,26,0,0,0,110.22,2,6,0.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,118,2018,6,6,0,0,0,110.0,0,3,1.0,0.0,0.0,0.0,1.0,0.0
1,0,0,1,269,2018,12,29,0,0,0,70.0,0,5,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,80,2018,6,23,0,0,0,96.3,1,1,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,116,2018,2,28,0,0,0,61.0,0,3,0.0,0.0,0.0,0.0,1.0,0.0
2,1,0,6,53,2018,4,21,0,0,0,177.3,2,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,4,19,2017,10,1,0,0,0,121.75,1,4,1.0,0.0,0.0,0.0,0.0,1.0
3,0,0,1,126,2018,7,3,0,0,0,131.47,0,6,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,39,2017,8,14,0,0,0,109.0,0,2,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,49,2017,9,2,0,0,0,76.5,0,3,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,4,78,2018,10,21,0,0,0,132.3,0,4,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,4,147,2018,7,1,0,0,0,103.7,2,4,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,12,2018,9,27,0,0,0,95.0,0,2,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,5,2017,10,31,0,0,0,105.33,0,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,237,2018,12,28,0,0,0,95.56,0,7,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,178,2018,8,18,0,0,0,72.25,0,7,0.0,0.0,0.0,0.0,1.0,0.0
3,0,0,1,67,2017,12,5,0,0,0,130.4,2,3,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,8,2018,2,19,0,0,0,81.0,0,1,1.0,0.0,0.0,1.0,0.0,0.0
2,0,0,1,24,2017,12,5,0,0,0,50.0,0,3,1.0,0.0,0.0,1.0,0.0,0.0
2,0,0,1,94,2018,4,13,0,0,0,85.5,1,2,1.0,0.0,0.0,0.0,0.0,1.0
3,0,0,4,10,2018,2,17,0,0,0,130.33,0,3,0.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,37,2017,9,20,0,0,0,95.0,0,4,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,4,2017,10,12,0,0,0,65.0,0,1,1.0,0.0,0.0,1.0,0.0,0.0
2,0,0,1,80,2018,9,19,0,0,0,144.0,0,3,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,20,2018,6,12,0,0,0,94.35,0,1,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,80,2018,5,2,0,0,0,126.9,1,2,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,44,2018,10,11,0,0,0,126.0,1,3,1.0,0.0,0.0,0.0,0.0,1.0
